iter	Passed	Remaining
504	909	891
505	910	889
506	911	886
507	912	884
508	913	881
509	914	878
510	915	876
511	916	873
512	917	871
513	918	868
514	919	866
515	920	863
516	921	861
517	922	858
518	923	856
519	925	853
520	926	851
521	927	849
522	928	846
523	929	844
524	930	841
525	931	839
526	932	836
527	933	834
528	933	831
529	934	828
530	935	826
531	936	823
532	937	821
533	938	818
534	938	816
535	940	813
536	941	811
537	942	809
538	943	806
539	944	804
540	945	801
541	946	799
542	947	797
543	948	794
544	949	792
545	950	789
546	950	787
547	951	785
548	952	782
549	953	780
550	954	777
551	955	775
552	957	773
553	958	771
554	959	769
555	959	766
556	960	764
557	961	761
558	962	759
559	963	756
560	964	754
561	965	752
562	966	750
563	967	747
564	968	745
565	969	743
566	970	740
567	971	739
568	973	737
569	974	734
570	975	732
571	976	730
572	977	728
573	978	726
574	979	724
575	980	721
576	981	719
577	982	717
578	983	715
579	985	713
580	987	712
581	988	710
582	990	708
583	991	706
584	992	704
585	993	702
586	995	700
587	996	698
588	997	696
589	1001	696
590	1003	694
591	1004	692
592	1007	691
593	1008	689
594	1009	687
595	1011	685
596	1012	683
597	1014	681
598	1016	680
599	1018	678
600	1020	677
601	1022	675
602	1024	674
603	1026	672
604	1030	672
605	1032	671
606	1033	669
607	1035	667
608	1036	665
609	1038	663
610	1039	661
611	1041	660
612	1042	657
613	1044	656
614	1045	654
615	1046	652
616	1048	651
617	1050	649
618	1061	653
619	1062	651
620	1063	649
621	1065	647
622	1066	645
623	1067	643
624	1068	641
625	1069	638
626	1070	636
627	1071	634
628	1072	632
629	1075	631
630	1076	629
631	1078	627
632	1079	625
633	1080	623
634	1081	621
635	1082	619
636	1083	617
637	1084	615
638	1085	613
639	1086	611
640	1087	609
641	1089	607
642	1091	605
643	1092	603
644	1093	602
645	1094	599
646	1095	597
647	1096	595
648	1098	593
649	1099	591
650	1100	589
651	1101	587
652	1102	585
653	1103	583
654	1105	582
655	1107	580
656	1108	578
657	1109	576
658	1110	574
659	1111	572
660	1112	570
661	1113	568
662	1114	566
663	1115	564
664	1116	562
665	1117	560
666	1119	558
667	1120	557
668	1122	555
669	1123	553
670	1124	551
671	1125	549
672	1126	547
673	1128	545
674	1129	543
675	1129	541
676	1131	539
677	1132	537
678	1133	535
679	1135	534
680	1136	532
681	1138	530
682	1139	528
683	1140	526
684	1141	524
685	1142	522
686	1143	520
687	1144	518
688	1145	517
689	1146	515
690	1147	513
691	1150	512
692	1152	510
693	1153	508
694	1154	506
695	1155	504
696	1156	502
697	1158	501
698	1159	499
699	1160	497
700	1161	495
701	1162	493
702	1163	491
703	1165	490
704	1167	488
705	1168	486
706	1169	484
707	1170	482
708	1171	480
709	1172	479
710	1173	477
711	1174	475
712	1175	473
713	1176	471
714	1179	470
715	1181	468
716	1182	466
717	1183	464
718	1185	463
719	1186	461
720	1187	459
721	1188	457
722	1189	455
723	1190	453
724	1191	451
725	1192	450
726	1194	448
727	1196	447
728	1197	445
729	1198	443
730	1199	441
731	1200	439
732	1201	437
733	1202	435
734	1204	434
735	1205	432
736	1206	430
737	1207	428
738	1208	426
739	1210	425
740	1211	423
741	1213	421
742	1214	420
743	1215	418
744	1216	416
745	1218	414
746	1219	413
747	1220	411
748	1221	409
749	1223	407
750	1224	406
751	1226	404
752	1227	402
753	1228	400
754	1229	399
755	1231	397
756	1232	395
757	1233	393
758	1235	392
759	1236	390
760	1237	388
761	1238	386
762	1240	385
763	1241	383
764	1242	381
765	1243	379
766	1244	378
767	1245	376
768	1246	374
769	1247	372
770	1248	370
771	1249	369
772	1250	367
773	1251	365
774	1253	363
775	1254	362
776	1255	360
777	1257	358
778	1258	356
779	1259	355
780	1260	353
781	1260	351
782	1262	349
783	1263	348
784	1264	346
785	1265	344
786	1266	342
787	1268	341
788	1270	339
789	1271	338
790	1272	336
791	1273	334
792	1274	332
793	1275	331
794	1277	329
795	1280	328
796	1284	327
797	1287	325
798	1289	324
799	1290	322
800	1292	321
801	1293	319
802	1295	317
803	1296	316
804	1298	314
805	1299	312
806	1301	311
807	1303	309
808	1304	307
809	1305	306
810	1307	304
811	1308	302
812	1309	301
813	1310	299
814	1310	297
815	1314	296
816	1316	294
817	1317	293
818	1318	291
819	1319	289
820	1320	288
821	1322	286
822	1323	284
823	1324	282
824	1325	281
825	1326	279
826	1327	277
827	1329	276
828	1331	274
829	1332	272
830	1333	271
831	1334	269
832	1335	267
833	1336	266
834	1337	264
835	1338	262
836	1339	260
837	1340	259
838	1341	257
839	1343	255
840	1345	254
841	1346	252
842	1347	250
843	1348	249
844	1349	247
845	1350	245
846	1351	244
847	1352	242
848	1353	240
849	1354	238
850	1355	237
851	1356	235
852	1357	233
853	1359	232
854	1360	230
855	1361	229
856	1362	227
857	1363	225
858	1364	223
859	1365	222
860	1366	220
861	1367	218
862	1368	217
863	1369	215
864	1370	213
865	1371	212
866	1372	210
867	1373	208
868	1375	207
869	1376	205
870	1377	204
871	1378	202
872	1379	200
873	1380	199
874	1381	197
875	1382	195
876	1383	194
877	1384	192
878	1385	190
879	1386	189
880	1387	187
881	1389	185
882	1391	184
883	1392	182
884	1393	181
885	1394	179
886	1395	177
887	1396	176
888	1397	174
889	1398	172
890	1398	171
891	1399	169
892	1400	167
893	1402	166
894	1404	164
895	1405	163
896	1406	161
897	1407	159
898	1408	158
899	1409	156
900	1410	155
901	1411	153
902	1412	151
903	1413	150
904	1415	148
905	1417	147
906	1419	145
907	1421	143
908	1422	142
909	1423	140
910	1424	139
911	1425	137
912	1426	135
913	1427	134
914	1428	132
915	1429	131
916	1430	129
917	1431	127
918	1432	126
919	1433	124
920	1435	123
921	1436	121
922	1437	119
923	1438	118
924	1439	116
925	1440	115
926	1441	113
927	1442	111
928	1443	110
929	1444	108
930	1445	107
931	1446	105
932	1447	103
933	1449	102
934	1450	100
935	1451	99
936	1452	97
937	1453	96
938	1454	94
939	1455	92
940	1456	91
941	1457	89
942	1458	88
943	1459	86
944	1460	84
945	1461	83
946	1462	81
947	1463	80
948	1465	78
949	1466	77
950	1467	75
951	1468	74
952	1469	72
953	1470	70
954	1471	69
955	1472	67
956	1473	66
957	1474	64
958	1475	63
959	1476	61
960	1477	59
961	1478	58
962	1479	56
963	1481	55
964	1482	53
965	1483	52
966	1484	50
967	1485	49
968	1486	47
969	1487	45
970	1488	44
971	1489	42
972	1490	41
973	1491	39
974	1492	38
975	1493	36
976	1495	35
977	1496	33
978	1497	32
979	1498	30
980	1499	29
981	1500	27
982	1501	25
983	1502	24
984	1503	22
985	1504	21
986	1505	19
987	1506	18
988	1507	16
989	1508	15
990	1510	13
991	1511	12
992	1512	10
993	1512	9
994	1513	7
995	1514	6
996	1515	4
997	1516	3
998	1517	1
999	1518	0
